token,20tokens
hardcore,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
100,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
kid,modern:0.25 straight:0.25 closer:0.25 friend:0.25 throwback:0.2 christian:0.2 zombie:0.2 woman:0.2 superman:0.2 romeo:0.2 korean:0.16666666666666666 guy:0.16666666666666666 girl:0.16666666666666666 drug:0.16666666666666666 female:0.16666666666666666 thai:0.16666666666666666 tagalog:0.16666666666666666 latino:0.16666666666666666 lady:0.16666666666666666 romantic:0.16666666666666666 
november,nov:1.0 may:0.3333333333333333 september:0.3333333333333333 mar:0.3333333333333333 year:0.2 morning:0.2 summer:0.16666666666666666 christmas:0.16666666666666666 afternoon:0.16666666666666666 fall:0.16666666666666666 spring:0.16666666666666666 halloween:0.14285714285714285 chill:0.125 go:0.125 friday:0.125 saturday:0.125 sunday:0.125 day:0.125 people:0.1111111111111111 little:0.1111111111111111 
study,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
intense,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
sleep,atmosphere:0.25 raw:0.2 throwback:0.16666666666666666 korean:0.16666666666666666 melancholy:0.16666666666666666 running:0.16666666666666666 good:0.16666666666666666 random:0.16666666666666666 80:0.16666666666666666 catchy:0.16666666666666666 piano:0.16666666666666666 20:0.16666666666666666 go:0.16666666666666666 relaxing:0.16666666666666666 pop:0.16666666666666666 classic:0.16666666666666666 beat:0.16666666666666666 lit:0.16666666666666666 christian:0.16666666666666666 best:0.16666666666666666 
fallen,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
sunday,friday:0.2 saturday:0.2 year:0.16666666666666666 morning:0.16666666666666666 halloween:0.16666666666666666 summer:0.14285714285714285 christmas:0.14285714285714285 afternoon:0.14285714285714285 fall:0.14285714285714285 spring:0.14285714285714285 may:0.125 nov:0.125 november:0.125 september:0.125 xmas:0.125 mar:0.125 chill:0.1111111111111111 go:0.1111111111111111 day:0.1111111111111111 people:0.1 
atmosphere,raw:0.25 sleep:0.25 dark:0.2 pleasure:0.2 life:0.2 mood:0.2 space:0.2 melancholy:0.16666666666666666 power:0.16666666666666666 love:0.16666666666666666 bad:0.16666666666666666 concentration:0.16666666666666666 vibe:0.14285714285714285 angst:0.14285714285714285 old:0.14285714285714285 people:0.14285714285714285 high:0.14285714285714285 glee:0.14285714285714285 bump:0.14285714285714285 happiness:0.14285714285714285 
spring,hop:0.5 summer:0.3333333333333333 dance:0.3333333333333333 turn:0.3333333333333333 fall:0.3333333333333333 trip:0.3333333333333333 throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 80:0.25 catchy:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 
closer,modern:0.3333333333333333 straight:0.3333333333333333 friend:0.3333333333333333 throwback:0.25 christian:0.25 zombie:0.25 woman:0.25 superman:0.25 kid:0.25 romeo:0.25 korean:0.2 guy:0.2 girl:0.2 drug:0.2 female:0.2 thai:0.2 tagalog:0.2 latino:0.2 lady:0.2 romantic:0.2 
pretty,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
little,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
liar,modern:0.16666666666666666 punk:0.16666666666666666 straight:0.16666666666666666 closer:0.16666666666666666 friend:0.16666666666666666 throwback:0.14285714285714285 christian:0.14285714285714285 zombie:0.14285714285714285 woman:0.14285714285714285 superman:0.14285714285714285 kid:0.14285714285714285 romeo:0.14285714285714285 korean:0.125 guy:0.125 girl:0.125 drug:0.125 female:0.125 thai:0.125 tagalog:0.125 latino:0.125 
bump,touch:0.3333333333333333 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 rap:0.2 80:0.2 catchy:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 lit:0.2 christian:0.2 best:0.2 
dad,pop:1.0 papa:1.0 mom:0.2 modern:0.1111111111111111 straight:0.1111111111111111 closer:0.1111111111111111 friend:0.1111111111111111 throwback:0.1 sarah:0.1 christian:0.1 zombie:0.1 woman:0.1 baby:0.1 superman:0.1 kid:0.1 romeo:0.1 korean:0.09090909090909091 guy:0.09090909090909091 girl:0.09090909090909091 drug:0.09090909090909091 
movie,musical:0.5 classic:0.25 dance:0.2 paisley:0.16666666666666666 wedding:0.16666666666666666 fire:0.16666666666666666 road:0.16666666666666666 mine:0.16666666666666666 pool:0.16666666666666666 freestyle:0.16666666666666666 pill:0.16666666666666666 gym:0.14285714285714285 trap:0.14285714285714285 congratulation:0.14285714285714285 rock:0.14285714285714285 work:0.14285714285714285 calming:0.14285714285714285 making:0.14285714285714285 wave:0.14285714285714285 house:0.14285714285714285 
soundtrack,dat:0.25 trap:0.16666666666666666 rom:0.16666666666666666 machine:0.16666666666666666 ski:0.14285714285714285 stand:0.14285714285714285 piano:0.125 pump:0.125 guitar:0.125 jukebox:0.125 classic:0.1111111111111111 bus:0.1111111111111111 brad:0.1111111111111111 paisley:0.1111111111111111 road:0.1111111111111111 mine:0.1111111111111111 pool:0.1111111111111111 pill:0.1111111111111111 gym:0.1 dance:0.1 
female,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
vocal,music:0.5 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 tune:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 
weekly,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
thai,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
snowboarding,traveling:0.25 ride:0.16666666666666666 trip:0.16666666666666666 vibration:0.16666666666666666 hit:0.125 congratulation:0.125 work:0.125 making:0.125 drive:0.125 worship:0.125 graduation:0.125 progress:0.125 best:0.1111111111111111 fun:0.1111111111111111 intro:0.1111111111111111 dancing:0.1111111111111111 calming:0.1111111111111111 fire:0.1111111111111111 lift:0.1111111111111111 hop:0.1111111111111111 
disney,modern:0.16666666666666666 straight:0.16666666666666666 closer:0.16666666666666666 friend:0.16666666666666666 throwback:0.14285714285714285 christian:0.14285714285714285 zombie:0.14285714285714285 woman:0.14285714285714285 superman:0.14285714285714285 kid:0.14285714285714285 romeo:0.14285714285714285 korean:0.125 guy:0.125 girl:0.125 taylor:0.125 drug:0.125 female:0.125 thai:0.125 tagalog:0.125 latino:0.125 
september,may:0.3333333333333333 nov:0.3333333333333333 november:0.3333333333333333 mar:0.3333333333333333 year:0.2 morning:0.2 summer:0.16666666666666666 christmas:0.16666666666666666 afternoon:0.16666666666666666 fall:0.16666666666666666 spring:0.16666666666666666 halloween:0.14285714285714285 chill:0.125 go:0.125 friday:0.125 saturday:0.125 sunday:0.125 day:0.125 people:0.1111111111111111 little:0.1111111111111111 
sorry,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
flashback,music:0.2 tune:0.16666666666666666 vocal:0.16666666666666666 song:0.14285714285714285 classical:0.14285714285714285 gospel:0.14285714285714285 play:0.14285714285714285 oldie:0.125 reggae:0.125 lyric:0.125 people:0.1 praise:0.1 jazz:0.1 space:0.1 throwback:0.09090909090909091 korean:0.09090909090909091 melancholy:0.09090909090909091 running:0.09090909090909091 good:0.09090909090909091 random:0.09090909090909091 
groovy,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
alternative,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pick:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 
lyric,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
bet,throwback:0.125 korean:0.125 melancholy:0.125 running:0.125 good:0.125 random:0.125 80:0.125 catchy:0.125 piano:0.125 20:0.125 go:0.125 relaxing:0.125 pop:0.125 classic:0.125 beat:0.125 lit:0.125 christian:0.125 best:0.125 musical:0.125 old:0.125 
settle,space:0.3333333333333333 stuff:0.25 lift:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 hit:0.2 random:0.2 80:0.2 catchy:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 lit:0.2 
florence,motown:0.3333333333333333 cali:0.3333333333333333 cancun:0.3333333333333333 kobe:0.3333333333333333 santos:0.3333333333333333 portland:0.3333333333333333 rus:0.16666666666666666 fiji:0.16666666666666666 florida:0.14285714285714285 nc:0.14285714285714285 california:0.14285714285714285 ok:0.14285714285714285 fireside:0.125 hangout:0.125 top:0.1111111111111111 side:0.1111111111111111 track:0.1111111111111111 beat:0.1 beach:0.1 post:0.1 
machine,trap:0.3333333333333333 jukebox:0.3333333333333333 ski:0.25 stand:0.25 piano:0.2 pump:0.2 rom:0.2 guitar:0.2 throwback:0.16666666666666666 korean:0.16666666666666666 melancholy:0.16666666666666666 running:0.16666666666666666 good:0.16666666666666666 random:0.16666666666666666 80:0.16666666666666666 catchy:0.16666666666666666 20:0.16666666666666666 go:0.16666666666666666 relaxing:0.16666666666666666 pop:0.16666666666666666 
bonfire,fire:0.5 wave:0.2 time:0.2 beep:0.2 hap:0.2 touch:0.2 meow:0.16666666666666666 runaway:0.16666666666666666 congratulation:0.14285714285714285 work:0.14285714285714285 calming:0.14285714285714285 making:0.14285714285714285 drive:0.14285714285714285 worship:0.14285714285714285 movie:0.14285714285714285 engagement:0.14285714285714285 best:0.125 musical:0.125 people:0.125 fun:0.125 
lake,back:0.16666666666666666 hip:0.16666666666666666 throwback:0.14285714285714285 korean:0.14285714285714285 melancholy:0.14285714285714285 running:0.14285714285714285 good:0.14285714285714285 random:0.14285714285714285 80:0.14285714285714285 catchy:0.14285714285714285 piano:0.14285714285714285 20:0.14285714285714285 go:0.14285714285714285 relaxing:0.14285714285714285 pop:0.14285714285714285 classic:0.14285714285714285 beat:0.14285714285714285 lit:0.14285714285714285 christian:0.14285714285714285 best:0.14285714285714285 
lift,throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 hit:0.25 random:0.25 80:0.25 catchy:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 lit:0.25 christian:0.25 best:0.25 bus:0.25 
cloud,energy:0.3333333333333333 voltage:0.25 current:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 tune:0.2 80:0.2 catchy:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 lit:0.2 
cd,metal:0.5 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 tb:0.3333333333333333 sb:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 
sleepy,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
cole,grass:0.2 throwback:0.14285714285714285 modern:0.125 straight:0.125 closer:0.125 female:0.125 friend:0.125 christian:0.1111111111111111 zombie:0.1111111111111111 woman:0.1111111111111111 superman:0.1111111111111111 kid:0.1111111111111111 romeo:0.1111111111111111 mum:0.1111111111111111 korean:0.1 guy:0.1 rock:0.1 girl:0.1 thai:0.1 tagalog:0.1 
pool,mine:0.3333333333333333 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 80:0.2 catchy:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 lit:0.2 christian:0.2 best:0.2 musical:0.2 
vibration,traveling:0.2 snowboarding:0.16666666666666666 hit:0.14285714285714285 congratulation:0.14285714285714285 ride:0.14285714285714285 work:0.14285714285714285 making:0.14285714285714285 drive:0.14285714285714285 worship:0.14285714285714285 trip:0.14285714285714285 graduation:0.14285714285714285 progress:0.14285714285714285 best:0.125 fun:0.125 intro:0.125 dancing:0.125 calming:0.125 fire:0.125 lift:0.125 hop:0.125 
rave,party:0.5 throwback:0.16666666666666666 korean:0.16666666666666666 melancholy:0.16666666666666666 running:0.16666666666666666 good:0.16666666666666666 random:0.16666666666666666 80:0.16666666666666666 catchy:0.16666666666666666 piano:0.16666666666666666 20:0.16666666666666666 go:0.16666666666666666 relaxing:0.16666666666666666 pop:0.16666666666666666 classic:0.16666666666666666 beat:0.16666666666666666 lit:0.16666666666666666 christian:0.16666666666666666 best:0.16666666666666666 musical:0.16666666666666666 
happiness,love:0.25 angst:0.2 pleasure:0.2 mood:0.2 melancholy:0.16666666666666666 dark:0.14285714285714285 glee:0.14285714285714285 atmosphere:0.14285714285714285 nostalgia:0.14285714285714285 life:0.14285714285714285 space:0.14285714285714285 raw:0.125 power:0.125 sleep:0.125 bad:0.125 concentration:0.125 vibe:0.1111111111111111 old:0.1111111111111111 people:0.1111111111111111 high:0.1111111111111111 
day,people:0.16666666666666666 year:0.16666666666666666 morning:0.16666666666666666 little:0.16666666666666666 space:0.16666666666666666 throwback:0.14285714285714285 korean:0.14285714285714285 melancholy:0.14285714285714285 running:0.14285714285714285 good:0.14285714285714285 random:0.14285714285714285 chill:0.14285714285714285 80:0.14285714285714285 catchy:0.14285714285714285 piano:0.14285714285714285 20:0.14285714285714285 summer:0.14285714285714285 go:0.14285714285714285 relaxing:0.14285714285714285 pop:0.14285714285714285 
sexual,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
sick,people:0.5 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 
black,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
beatles,party:0.16666666666666666 indie:0.14285714285714285 men:0.14285714285714285 band:0.14285714285714285 country:0.125 people:0.125 school:0.125 cast:0.125 sick:0.1111111111111111 club:0.1111111111111111 lost:0.1111111111111111 space:0.1 bop:0.1 throwback:0.09090909090909091 korean:0.09090909090909091 melancholy:0.09090909090909091 running:0.09090909090909091 good:0.09090909090909091 random:0.09090909090909091 80:0.09090909090909091 
par,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 80:0.2 catchy:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 lit:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 
tay,latin:0.125 music:0.1111111111111111 tune:0.1 people:0.1 classical:0.1 vocal:0.1 spanish:0.1 praise:0.1 space:0.1 throwback:0.09090909090909091 korean:0.09090909090909091 melancholy:0.09090909090909091 running:0.09090909090909091 good:0.09090909090909091 random:0.09090909090909091 80:0.09090909090909091 catchy:0.09090909090909091 song:0.09090909090909091 piano:0.09090909090909091 20:0.09090909090909091 
demon,creator:0.16666666666666666 inspiration:0.125 heart:0.1 pick:0.09090909090909091 lit:0.09090909090909091 people:0.09090909090909091 like:0.09090909090909091 dancing:0.09090909090909091 fire:0.09090909090909091 obsession:0.09090909090909091 wanderlust:0.09090909090909091 know:0.09090909090909091 alternative:0.09090909090909091 space:0.09090909090909091 throwback:0.08333333333333333 korean:0.08333333333333333 melancholy:0.08333333333333333 running:0.08333333333333333 good:0.08333333333333333 random:0.08333333333333333 
post,brad:0.2 holy:0.2 throwback:0.16666666666666666 korean:0.16666666666666666 melancholy:0.16666666666666666 running:0.16666666666666666 good:0.16666666666666666 random:0.16666666666666666 80:0.16666666666666666 catchy:0.16666666666666666 piano:0.16666666666666666 20:0.16666666666666666 go:0.16666666666666666 relaxing:0.16666666666666666 pop:0.16666666666666666 motown:0.16666666666666666 classic:0.16666666666666666 beat:0.16666666666666666 lit:0.16666666666666666 christian:0.16666666666666666 
rus,fiji:0.3333333333333333 florida:0.16666666666666666 motown:0.16666666666666666 cali:0.16666666666666666 cancun:0.16666666666666666 nc:0.16666666666666666 california:0.16666666666666666 ok:0.16666666666666666 florence:0.16666666666666666 kobe:0.16666666666666666 santos:0.16666666666666666 portland:0.16666666666666666 fireside:0.14285714285714285 hangout:0.14285714285714285 top:0.125 side:0.125 track:0.125 beat:0.1111111111111111 beach:0.1111111111111111 post:0.1111111111111111 
quiet,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
different,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
listen,sense:0.3333333333333333 throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 80:0.25 catchy:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 lit:0.25 christian:0.25 best:0.25 musical:0.25 
spanish,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
beep,meow:0.25 fire:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 80:0.2 catchy:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 lit:0.2 christian:0.2 best:0.2 
energy,cloud:0.3333333333333333 voltage:0.25 current:0.25 rain:0.16666666666666666 quiet:0.14285714285714285 throwback:0.1111111111111111 korean:0.1111111111111111 melancholy:0.1111111111111111 running:0.1111111111111111 good:0.1111111111111111 random:0.1111111111111111 80:0.1111111111111111 catchy:0.1111111111111111 piano:0.1111111111111111 20:0.1111111111111111 go:0.1111111111111111 relaxing:0.1111111111111111 pop:0.1111111111111111 classic:0.1111111111111111 beat:0.1111111111111111 
tagalog,modern:0.2 straight:0.2 closer:0.2 friend:0.2 throwback:0.16666666666666666 christian:0.16666666666666666 zombie:0.16666666666666666 woman:0.16666666666666666 superman:0.16666666666666666 kid:0.16666666666666666 romeo:0.16666666666666666 korean:0.14285714285714285 guy:0.14285714285714285 girl:0.14285714285714285 drug:0.14285714285714285 female:0.14285714285714285 thai:0.14285714285714285 latino:0.14285714285714285 lady:0.14285714285714285 romantic:0.14285714285714285 
dat,soundtrack:0.25 trap:0.14285714285714285 rom:0.14285714285714285 machine:0.14285714285714285 ski:0.125 stand:0.125 piano:0.1111111111111111 pump:0.1111111111111111 guitar:0.1111111111111111 jukebox:0.1111111111111111 classic:0.1 bus:0.1 brad:0.1 paisley:0.1 road:0.1 mine:0.1 pool:0.1 pill:0.1 gym:0.09090909090909091 dance:0.09090909090909091 
fiji,rus:0.3333333333333333 florida:0.16666666666666666 motown:0.16666666666666666 cali:0.16666666666666666 cancun:0.16666666666666666 nc:0.16666666666666666 california:0.16666666666666666 ok:0.16666666666666666 florence:0.16666666666666666 kobe:0.16666666666666666 santos:0.16666666666666666 portland:0.16666666666666666 fireside:0.14285714285714285 hangout:0.14285714285714285 top:0.125 side:0.125 track:0.125 beat:0.1111111111111111 beach:0.1111111111111111 post:0.1111111111111111 
